goodsNo,goodsName,brandName,layer,collect_rank,review_count,grade_mean,text_len_mean,photo_rate,like_mean,top_proba_mean,spread_score,sticky_score,irritate_score,first_review_rate,price,saleRate,reviewScore
3262900,톤업 노세범 선스크린 EX SPF 50+ PA4+ 60mL 2개,이니스프리,A_top50,43,484,4.7809917355371905,54.93595041322314,0.506198347107438,0.030991735537190084,0.5552613771307728,3.1074380165289255,3.0867768595041323,3.0867768595041323,0.8512396694214877,24000,50,96
3262901,인텐시브 롱래스팅 선스크린 EX SPF 50+ PA4+ 60mL 2개,이니스프리,C_potential,229,68,4.926470588235294,56.75,0.5882352941176471,0.058823529411764705,0.5312834421399405,3.235294117647059,3.1470588235294117,3.2058823529411766,0.8970588235294118,24000,50,98
3271752,히알루론 수분 선크림 SPF50+ PA4+ 50mL,이니스프리,C_potential,247,84,4.928571428571429,44.083333333333336,0.5119047619047619,0.0,0.48622310827671356,3.0595238095238093,3.0714285714285716,3.0476190476190474,0.8452380952380952,19600,30,98
3311324,블루 수분 선크림 50ml x 2개,비레디,B_oliveyoung_cross,111,460,4.956521739130435,46.57826086956522,0.4326086956521739,0.03260869565217391,0.49498595995749534,3.0804347826086955,3.0478260869565217,3.082608695652174,0.9021739130434783,42500,15,100
3312904,아쿠아 365 유브이 선크림 40ml,에스네이처,A_top50,30,500,4.882,48.476,0.532,0.036,0.5457913069741318,3.276,3.168,3.232,0.762,18000,10,98
3316501,더마UV365 장벽수분 무기자차 선크림 40ml,에스트라,A_top50,22,424,4.875,49.22877358490566,0.5636792452830188,0.06839622641509434,0.5723158402151864,3.3891509433962264,3.2830188679245285,3.3726415094339623,0.7523584905660378,29450,5,98
3317080,포어제로 오일 컨트롤 선스틱,오브제,A_top50,1,847,4.858323494687131,47.693034238488785,0.4557260920897285,0.03659976387249114,0.5828979463832236,3.358913813459268,3.323494687131051,3.332939787485242,0.7662337662337663,19800,21,96
3317081,포어제로 오일 컨트롤 선스틱 2개 세트,오브제,A_top50,9,337,4.845697329376854,53.166172106824924,0.49851632047477745,0.03560830860534125,0.5791186475147787,3.3264094955489614,3.2729970326409497,3.308605341246291,0.7685459940652819,37700,25,98
3318558,데일리 유브이 쉴드 이지 빅 골프 패치 (5회분),다슈,B_oliveyoung_cross,640,17,4.588235294117647,34.411764705882355,0.23529411764705882,0.0,0.5259576083720192,3.0,3.0,3.0,1.0,15800,56,94
3333368,[SET] 다이브인 모이스처 선크림 60ml x 2개,토리든,A_top50,3,567,4.843033509700176,49.333333333333336,0.5520282186948854,0.059964726631393295,0.5889426929524818,3.8271604938271606,3.507936507936508,3.5961199294532626,0.7848324514991182,42000,16,98
3345832,퍼트 온 선 블록 90ml,선더즈매터,C_potential,911,52,4.961538461538462,280.9230769230769,0.8269230769230769,0.28846153846153844,0.21976401460769057,3.019230769230769,3.0,3.0,1.0,31500,10,100
3360122,[2pack] 캘리포니아 알로에 보송 선스틱 SPF50+ PA++++,네이처리퍼블릭,C_potential,228,62,4.870967741935484,45.403225806451616,0.5161290322580645,0.03225806451612903,0.5355597055828193,3.096774193548387,3.064516129032258,3.129032258064516,0.9516129032258065,28900,44,98
3370934,데일리 유브이 쉴드 이지 빅 골프 패치 5회분 + 라이트핏 선젤 50ml,다슈,B_oliveyoung_cross,1008,1,5.0,29.0,0.0,0.0,0.5281913404294881,3.0,3.0,3.0,1.0,25700,58,100
3370947,"데일리 유브이 쉴드 이지 빅 골프 패치 5회분, 2개",다슈,B_oliveyoung_cross,490,12,4.833333333333333,64.66666666666667,0.25,0.0,0.5161117855755374,3.0,3.0,3.0,0.8333333333333334,29600,59,98
3381828,유브이 디펜스 미 워터리 캡슐 선크림 50ml,메이크프렘,C_potential,244,61,4.901639344262295,38.60655737704918,0.4262295081967213,0.04918032786885246,0.4889072067980265,3.2295081967213113,3.2295081967213113,3.2295081967213113,0.9180327868852459,19500,19,98
3388981,히노키 선스크린 10ml SPF 50+ PA+++,레이지소사이어티,B_oliveyoung_cross,622,16,4.5,50.1875,0.3125,0.0625,0.5119175204380675,3.0,3.25,3.125,1.0,5000,0,92
3422873,오 캄 UV  선 세럼 40ml,이퀄리브,C_potential,339,52,4.865384615384615,317.96153846153845,0.9807692307692307,0.19230769230769232,0.20322005366075174,3.1153846153846154,3.1153846153846154,3.1153846153846154,0.9807692307692307,28900,15,98
3441327,"에어쿨 무기자차 선크림 50ml[백탁,눈시림NO ]",닥터바이오,B_oliveyoung_cross,621,7,4.857142857142857,61.42857142857143,0.42857142857142855,0.0,0.5317089653070619,3.0,3.0,3.0,1.0,14920,25,98
3496369,데일리 수분 선크림,오브제,B_oliveyoung_cross,289,34,4.705882352941177,43.794117647058826,0.35294117647058826,0.0,0.49207902086226163,3.2058823529411766,3.1176470588235294,3.176470588235294,0.8823529411764706,17900,20,96
3496697,마다가스카르 센텔라 히알루-시카 실키핏 선 스틱 20g,스킨1004,C_potential,220,40,4.9,48.05,0.55,0.05,0.5511769996957376,3.15,3.1,3.1,0.85,17000,15,98
3554409,코튼 소프트 선스틱 19g SPF50+ PA++++,토코보,A_top50,39,359,4.8495821727019495,55.598885793871865,0.5459610027855153,0.033426183844011144,0.5567161277773319,3.0389972144846795,3.022284122562674,3.033426183844011,0.7771587743732591,18700,15,96
3554527,비타 톤업 선크림 50mL SPF50+ PA++++,토코보,A_top50,2,356,4.772471910112359,48.8876404494382,0.648876404494382,0.1151685393258427,0.6264748810247943,4.002808988764045,3.6179775280898876,3.803370786516854,0.8679775280898876,15000,40,96
3854797,맑은 어성초 진정 수분 톤업 선크림 50ml,구달,C_potential,420,500,4.842,46.114,0.516,0.042,0.48310231220553324,3.194,3.116,3.14,0.822,19800,10,96
3896210,그린플라 비건 진정 선크림 40ml [SPF50+/PA++++],더랩바이블랑두,C_potential,259,98,4.816326530612245,307.85714285714283,0.8979591836734694,0.35714285714285715,0.23376942700770836,3.061224489795918,3.0408163265306123,3.061224489795918,0.9795918367346939,17200,31,96
3901599,어니언 프레쉬 플루이드 선크림 50ml,이즈앤트리,C_potential,321,123,4.91869918699187,44.048780487804876,0.5121951219512195,0.04878048780487805,0.5030808288101448,3.0569105691056913,3.016260162601626,3.016260162601626,0.7479674796747967,19200,20,98
3910075,풀 초록 35 _데일리 무기자차 톤업 선쿠션 리필 14g,테,A_top50,38,77,4.8311688311688314,45.76623376623377,0.5714285714285714,0.0,0.5671966688877818,3.3376623376623376,3.0,3.0,0.8181818181818182,19950,5,96
3929361,[HDEX콜라보/증정기획] 액티브 워터프루프 선크림 SPF50+ PA++++ 50ml,무신사 스탠다드 뷰티,A_top50,13,609,4.883415435139573,40.89983579638752,0.6174055829228243,0.1592775041050903,0.5725453530070996,3.226600985221675,3.174055829228243,3.2101806239737276,0.7520525451559934,13900,44,98
3939060,DMT 썬스크린 어드밴스드 30ml (PA4+),피지오겔,C_potential,258,45,4.888888888888889,174.8,0.7777777777777778,0.13333333333333333,0.36551959012802926,3.066666666666667,3.0444444444444443,3.088888888888889,0.8666666666666667,12900,30,98
3939070,DMT 썬스크린 어드밴스드 30ml (PA4+) 2개+추가증정,피지오겔,C_potential,281,66,4.9393939393939394,43.10606060606061,0.5303030303030303,0.30303030303030304,0.5196661252031389,3.0454545454545454,3.0606060606060606,3.0606060606060606,0.8939393939393939,22900,38,98
3962862,풀 초록35 톤업 선쿠션 세트 (본품+리필),테,A_top50,33,193,4.83419689119171,71.04663212435233,0.6269430051813472,0.22797927461139897,0.5411160715458009,3.284974093264249,3.0,3.0,0.8341968911917098,35200,38,96
3973979,[2개] 유브이 디펜스 노세범 선크림 50ml,메이크프렘,A_top50,27,343,4.889212827988338,53.370262390670554,0.5889212827988338,0.09620991253644315,0.5746909082663854,3.3352769679300294,3.2973760932944605,3.2857142857142856,0.7521865889212828,39100,19,98
3975535,인텐시브 레져 선스틱 SPF50+ PA4+ 18g 2개,이니스프리,C_potential,547,44,4.863636363636363,45.20454545454545,0.5454545454545454,0.0,0.5273410930108151,3.0,3.0,3.0,0.8636363636363636,24000,50,98
4042713,선데이 노세범 선크림 50ml [SPF50+/PA++++],에딧비,C_potential,257,101,4.861386138613861,351.2475247524753,0.9504950495049505,0.27722772277227725,0.22239953471081272,3.881188118811881,3.5544554455445545,3.7524752475247523,0.9801980198019802,17500,30,98
4069040,1번 청초 진정맑은 물막선크림 50ml SPF50+ PA++++,넘버즈인,A_top50,15,148,4.9391891891891895,61.91891891891892,0.5945945945945946,0.04054054054054054,0.6258927989789728,4.371621621621622,4.054054054054054,4.256756756756757,0.8175675675675675,23400,10,98
4080474,마몽드 카밍 샷 아줄렌 선크림 SPF50+PA++++ 35ml,마몽드,C_potential,329,68,4.852941176470588,145.22058823529412,0.6176470588235294,0.38235294117647056,0.38393886097188584,3.1323529411764706,3.0588235294117645,3.088235294117647,0.9705882352941176,13000,19,96
4154173,퍼펙트 프루프 선 스틱 18.5g,무슈제이,B_oliveyoung_cross,789,1,5.0,65.0,1.0,0.0,0.5048896534481563,3.0,3.0,3.0,1.0,19900,29,100
4165503,UV쉴드 선 앰플 40ml,아이오페,B_oliveyoung_cross,328,7,5.0,60.42857142857143,0.8571428571428571,0.14285714285714285,0.4901347708979304,3.2857142857142856,3.2857142857142856,3.2857142857142856,0.7142857142857143,34000,15,96
4169066,알로에 리바이탈라이징 수딩젤 300mL 2개,이니스프리,C_potential,365,33,4.818181818181818,41.84848484848485,0.48484848484848486,0.0,0.5356818668410454,3.0,3.0,3.0,0.7272727272727273,15000,25,96
4236093,선 스킨 플러스 크림,엠도씨,B_oliveyoung_cross,327,6,5.0,36.5,0.5,0.0,0.5648480044940097,2.8333333333333335,3.0,3.0,0.5,33300,10,94
4237647,[2개] 올 어라운드 세이프 블록 아쿠아 선크림 50ml,미샤,C_potential,233,32,4.90625,36.84375,0.59375,0.09375,0.5332991084830206,3.09375,3.0625,3.0625,0.5625,20400,40,98
4243218,울트라 라이트 인비저블 선세럼 50ml x 2개,코스알엑스,A_top50,50,112,4.892857142857143,49.285714285714285,0.7232142857142857,0.008928571428571428,0.563876275584222,3.294642857142857,3.142857142857143,3.25,0.6160714285714286,24000,20,98
4248966,순한 수딩 선젤+,트루스오브뷰티,C_potential,363,49,4.8979591836734695,80.22448979591837,0.6530612244897959,0.04081632653061224,0.5392875392341921,4.387755102040816,4.020408163265306,4.224489795918367,0.8163265306122449,20400,15,98
4249891,인조이 더 선 UV 선크림 50ml,샤이샤이샤이,A_top50,48,132,4.901515151515151,49.083333333333336,0.6363636363636364,0.03787878787878788,0.5607280446254919,3.4166666666666665,3.3484848484848486,3.3484848484848486,0.6212121212121212,28800,10,98
4268744,마일드 워터리 썬스크린,밈즈,C_potential,630,221,4.918552036199095,180.52488687782807,0.9864253393665159,0.07692307692307693,0.32813755283449675,3.0,3.0,3.0,0.8868778280542986,15400,30,98
4307508,[10ml 추가 증정] 레이저 UV 썬스크린 50ml+50ml,셀퓨전씨,A_top50,8,428,4.925233644859813,46.77803738317757,0.6612149532710281,0.028037383177570093,0.5970314127592057,3.4929906542056073,3.3738317757009346,3.411214953271028,0.7219626168224299,31000,63,98
4343440,마스터즈 아쿠아리치 선크림 듀오세트,에이에이치씨,A_top50,46,127,4.826771653543307,52.09448818897638,0.6614173228346457,0.07086614173228346,0.5924530482282303,3.5669291338582676,3.456692913385827,3.47244094488189,0.6929133858267716,20900,13,98
4343472,마스터즈 에어리치 선스틱 14g,에이에이치씨,A_top50,25,304,4.917763157894737,45.43421052631579,0.6085526315789473,0.05263157894736842,0.5694394279688244,3.1282894736842106,3.098684210526316,3.111842105263158,0.7006578947368421,18200,17,98
4426280,히알루론 하이드레이팅 선크림 50ml,마녀공장,C_potential,288,56,4.928571428571429,330.19642857142856,0.9821428571428571,0.32142857142857145,0.1929893038152754,3.0,3.0,3.0,0.9821428571428571,18200,30,98
4447047,에어핏 선 피니싱 스틱 01 퓨어 바이올렛 (본품+키링),프레비츠,C_potential,500,91,4.8901098901098905,172.07692307692307,0.5054945054945055,0.0989010989010989,0.39538745109985024,3.0,3.021978021978022,3.0,0.9340659340659341,16000,50,96
4448777,B3 나이아신 선크림 50ml  + [증정] H패치 18매,티암,C_potential,699,71,4.957746478873239,236.7605633802817,0.9859154929577465,0.15492957746478872,0.26604862899259357,3.0,3.0,3.0,0.9577464788732394,16800,20,100
4506422,맨 컴파운드 선스크린 50ml,아이오페,B_oliveyoung_cross,267,24,5.0,37.958333333333336,0.6666666666666666,0.08333333333333333,0.5771254114040024,3.375,3.25,3.1666666666666665,0.625,28000,0,100
4515989,다이나믹 선크림 50ml,블루반,C_potential,371,57,4.859649122807017,353.7894736842105,1.0,0.15789473684210525,0.15813855100822996,3.0,3.0,3.0,1.0,16100,30,98
4546851,선글로스 글로우업 무기자차 선크림 오리지널 50ml,디마프,A_top50,17,109,4.89908256880734,44.27522935779817,0.7798165137614679,0.027522935779816515,0.6388242266375532,4.091743119266055,3.8073394495412844,3.9908256880733943,0.7889908256880734,32000,16,96
4572192,그린프로폴리스 올커버리선 40ml,씨케이디 개런티드,C_potential,223,53,4.886792452830188,176.45283018867926,0.7924528301886793,0.09433962264150944,0.4091074256757307,3.1320754716981134,3.0377358490566038,3.0754716981132075,0.7547169811320755,13900,47,98
4628448,어성초 그린 톤업 크림,헤이네이처,C_potential,238,35,4.885714285714286,206.42857142857142,0.8,0.22857142857142856,0.4191192187697781,3.057142857142857,3.1142857142857143,3.1142857142857143,0.7142857142857143,27000,10,98
4672264,익모초 유브이 톤업 선크림 SPF50+/PA++++,어테이션,C_potential,217,47,4.9361702127659575,94.82978723404256,0.9361702127659575,0.02127659574468085,0.4521829465918347,3.021276595744681,3.0,3.0,0.8297872340425532,23700,36,98
4673454,아쿠아티카 썬스크린 35ml 2pack,셀퓨전씨,A_top50,42,139,4.870503597122302,45.55395683453237,0.6187050359712231,0.02877697841726619,0.5792409902835015,3.3956834532374103,3.287769784172662,3.3453237410071943,0.6330935251798561,12900,54,98
